Store Group,Transaction Date,Business,Category,Main Category,Sub Category,Item ID,Product,Sale Quantity,Sales Value,Day,Cost,Sales
FreshMart Group,2025-02-24,Super Market,Fruits & Vegetables,Vegetables,Root,ITEM0942,Beetroot,10,454.3,Monday,45.43,454.3
FreshMart Group,2025-01-11,Super Market,Fruits & Vegetables,Vegetables,Cruciferous,ITEM0943,Cabbage,6,159.84,Saturday,26.64,159.84
FreshMart Group,2025-02-21,Super Market,Fruits & Vegetables,Fruits,Berries,ITEM0944,Blueberry,13,749.19,Friday,57.63,749.19
FreshMart Group,2025-02-02,Super Market,Fruits & Vegetables,Fruits,Stone Fruit,ITEM0945,Peach,4,312.08,Sunday,78.02,312.08
FreshMart Group,2025-01-07,Super Market,Fruits & Vegetables,Vegetables,Root,ITEM0946,Carrot,8,260.96,Tuesday,32.62,260.96
FreshMart Group,2025-01-16,Super Market,Fruits & Vegetables,Fruits,Citrus,ITEM0947,Mosambi,7,92.33,Thursday,13.19,92.33
FreshMart Group,2025-01-10,Super Market,Fruits & Vegetables,Vegetables,Leafy,ITEM0948,Spinach,1,79.87,Friday,79.87,79.87
FreshMart Group,2025-02-08,Super Market,Fruits & Vegetables,Vegetables,Root,ITEM0949,Carrot,10,552.2,Saturday,55.22,552.2
FreshMart Group,2025-01-06,Super Market,Fruits & Vegetables,Vegetables,Gourd,ITEM0950,Pumpkin,20,992.8,Monday,49.64,992.8
FreshMart Group,2025-01-16,Super Market,Fruits & Vegetables,Fruits,Stone Fruit,ITEM0951,Plum,18,245.88,Thursday,13.66,245.88
FreshMart Group,2025-01-09,Super Market,Fruits & Vegetables,Fruits,Citrus,ITEM0952,Mosambi,3,79.68,Thursday,26.56,79.68
FreshMart Group,2025-02-01,Super Market,Fruits & Vegetables,Fruits,Tropical,ITEM0953,Banana,16,1125.28,Saturday,70.33,1125.28
FreshMart Group,2025-01-31,Super Market,Fruits & Vegetables,Vegetables,Cruciferous,ITEM0954,Cabbage,8,220.4,Friday,27.55,220.4
FreshMart Group,2025-01-03,Super Market,Fruits & Vegetables,Vegetables,Leafy,ITEM0955,Spinach,14,719.18,Friday,51.37,719.18
FreshMart Group,2025-01-05,Super Market,Fruits & Vegetables,Vegetables,Root,ITEM0956,Beetroot,16,1220.96,Sunday,76.31,1220.96
FreshMart Group,2025-01-12,Super Market,Fruits & Vegetables,Fruits,Citrus,ITEM0957,Lemon,16,199.84,Sunday,12.49,199.84
FreshMart Group,2025-01-24,Super Market,Fruits & Vegetables,Fruits,Citrus,ITEM0958,Mosambi,2,24.32,Friday,12.16,24.32
FreshMart Group,2025-02-19,Super Market,Fruits & Vegetables,Fruits,Berries,ITEM0959,Blueberry,5,337.35,Wednesday,67.47,337.35
FreshMart Group,2025-01-28,Super Market,Fruits & Vegetables,Fruits,Berries,ITEM0960,Strawberry,20,339.6,Tuesday,16.98,339.6
FreshMart Group,2025-01-24,Super Market,Fruits & Vegetables,Vegetables,Root,ITEM0961,Potato,11,821.7,Friday,74.7,821.7
FreshMart Group,2025-02-01,Super Market,Fruits & Vegetables,Vegetables,Root,ITEM0962,Potato,11,836.77,Saturday,76.07,836.77
FreshMart Group,2025-02-15,Super Market,Fruits & Vegetables,Fruits,Citrus,ITEM0963,Lemon,16,1560.48,Saturday,97.53,1560.48
FreshMart Group,2025-02-08,Super Market,Fruits & Vegetables,Vegetables,Root,ITEM0964,Potato,19,856.9,Saturday,45.1,856.9
FreshMart Group,2025-01-14,Super Market,Fruits & Vegetables,Vegetables,Leafy,ITEM0965,Spinach,8,469.52,Tuesday,58.69,469.52
FreshMart Group,2025-01-17,Super Market,Fruits & Vegetables,Fruits,Stone Fruit,ITEM0966,Plum,5,298.3,Friday,59.66,298.3
FreshMart Group,2025-02-07,Super Market,Fruits & Vegetables,Vegetables,Gourd,ITEM0967,Bottle Gourd,12,512.04,Friday,42.67,512.04
FreshMart Group,2025-01-21,Super Market,Fruits & Vegetables,Fruits,Stone Fruit,ITEM0968,Plum,8,591.2,Tuesday,73.9,591.2
FreshMart Group,2025-02-28,Super Market,Fruits & Vegetables,Vegetables,Gourd,ITEM0969,Pumpkin,13,746.2,Friday,57.4,746.2
FreshMart Group,2025-02-06,Super Market,Fruits & Vegetables,Fruits,Citrus,ITEM0970,Mosambi,6,527.58,Thursday,87.93,527.58
FreshMart Group,2025-02-10,Super Market,Fruits & Vegetables,Fruits,Berries,ITEM0971,Blueberry,16,1501.12,Monday,93.82,1501.12
FreshMart Group,2025-02-03,Super Market,Fruits & Vegetables,Vegetables,Cruciferous,ITEM0972,Cauliflower,9,679.86,Monday,75.54,679.86
FreshMart Group,2025-01-11,Super Market,Fruits & Vegetables,Vegetables,Leafy,ITEM0973,Spinach,14,1109.92,Saturday,79.28,1109.92
FreshMart Group,2025-01-10,Super Market,Fruits & Vegetables,Fruits,Citrus,ITEM0974,Mosambi,18,1798.2,Friday,99.9,1798.2
FreshMart Group,2025-01-26,Super Market,Fruits & Vegetables,Fruits,Stone Fruit,ITEM0975,Peach,20,1966.4,Sunday,98.32,1966.4
FreshMart Group,2025-01-30,Super Market,Fruits & Vegetables,Vegetables,Gourd,ITEM0976,Bottle Gourd,10,638.3,Thursday,63.83,638.3
FreshMart Group,2025-01-30,Super Market,Fruits & Vegetables,Vegetables,Cruciferous,ITEM0977,Cabbage,7,524.58,Thursday,74.94,524.58
FreshMart Group,2025-03-01,Super Market,Fruits & Vegetables,Fruits,Berries,ITEM0978,Strawberry,13,1214.85,Saturday,93.45,1214.85
FreshMart Group,2025-03-02,Super Market,Fruits & Vegetables,Vegetables,Leafy,ITEM0979,Spinach,4,109.96,Sunday,27.49,109.96
FreshMart Group,2025-02-01,Super Market,Fruits & Vegetables,Fruits,Citrus,ITEM0980,Orange,19,202.54,Saturday,10.66,202.54
FreshMart Group,2025-01-08,Super Market,Fruits & Vegetables,Fruits,Tropical,ITEM0981,Mango,10,280.3,Wednesday,28.03,280.3
FreshMart Group,2025-03-01,Super Market,Fruits & Vegetables,Fruits,Berries,ITEM0982,Strawberry,7,395.78,Saturday,56.54,395.78
FreshMart Group,2025-01-06,Super Market,Fruits & Vegetables,Fruits,Berries,ITEM0983,Blueberry,1,87.34,Monday,87.34,87.34
FreshMart Group,2025-02-28,Super Market,Fruits & Vegetables,Vegetables,Leafy,ITEM0984,Spinach,14,942.34,Friday,67.31,942.34
FreshMart Group,2025-02-15,Super Market,Fruits & Vegetables,Vegetables,Cruciferous,ITEM0985,Cauliflower,5,432.2,Saturday,86.44,432.2
FreshMart Group,2025-01-31,Super Market,Fruits & Vegetables,Fruits,Tropical,ITEM0986,Mango,14,1074.92,Friday,76.78,1074.92
FreshMart Group,2025-01-16,Super Market,Fruits & Vegetables,Vegetables,Root,ITEM0987,Beetroot,15,331.35,Thursday,22.09,331.35
FreshMart Group,2025-01-26,Super Market,Fruits & Vegetables,Fruits,Stone Fruit,ITEM0988,Plum,4,265.24,Sunday,66.31,265.24
FreshMart Group,2025-02-15,Super Market,Fruits & Vegetables,Fruits,Berries,ITEM0989,Blueberry,13,240.63,Saturday,18.51,240.63
FreshMart Group,2025-02-06,Super Market,Fruits & Vegetables,Fruits,Tropical,ITEM0990,Mango,13,731.38,Thursday,56.26,731.38
FreshMart Group,2025-02-07,Super Market,Fruits & Vegetables,Fruits,Berries,ITEM0991,Blueberry,2,118.82,Friday,59.41,118.82
FreshMart Group,2025-01-13,Super Market,Fruits & Vegetables,Fruits,Citrus,ITEM0992,Lemon,15,221.85,Monday,14.79,221.85
FreshMart Group,2025-02-22,Super Market,Fruits & Vegetables,Vegetables,Cruciferous,ITEM0993,Cauliflower,4,315.32,Saturday,78.83,315.32
FreshMart Group,2025-01-18,Super Market,Fruits & Vegetables,Fruits,Berries,ITEM0994,Strawberry,16,259.2,Saturday,16.2,259.2
FreshMart Group,2025-01-26,Super Market,Fruits & Vegetables,Vegetables,Cruciferous,ITEM0995,Cabbage,6,462.18,Sunday,77.03,462.18
FreshMart Group,2025-01-30,Super Market,Fruits & Vegetables,Vegetables,Gourd,ITEM0996,Pumpkin,1,15.89,Thursday,15.89,15.89
FreshMart Group,2025-02-19,Super Market,Fruits & Vegetables,Vegetables,Leafy,ITEM0997,Spinach,13,433.03,Wednesday,33.31,433.03
FreshMart Group,2025-02-03,Super Market,Fruits & Vegetables,Fruits,Stone Fruit,ITEM0998,Peach,10,803.5,Monday,80.35,803.5
FreshMart Group,2025-02-04,Super Market,Fruits & Vegetables,Fruits,Berries,ITEM0999,Strawberry,14,825.86,Tuesday,58.99,825.86
FreshMart Group,2025-01-29,Super Market,Fruits & Vegetables,Fruits,Berries,ITEM1000,Strawberry,15,1190.1,Wednesday,79.34,1190.1
